locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
6359,"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,217.5,µg/m³,28.6811736,77.3025234
10831,"Rohini, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,426,µg/m³,28.732528,77.11992
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,415.19,µg/m³,28.7256504,77.2011573
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,1150,µg/m³,28.56789,77.250515
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,239.82,µg/m³,28.639645,77.146262
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,440,µg/m³,28.498571,77.26484
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,323,µg/m³,28.611281,77.237738
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,346,µg/m³,28.530785,77.271255
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,235.2,µg/m³,28.7500499,77.1112615
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,340,µg/m³,28.815329,77.15301
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,345,µg/m³,28.636429,77.201067
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,520,µg/m³,28.73282,77.170633
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,393,µg/m³,28.710508,77.249485
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,381,µg/m³,28.623763,77.287209
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-06T14:15:00+00:00,2021-11-06T19:45:00+05:30,pm25,406,µg/m³,28.7762,77.051074
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-06T14:00:00+00:00,2021-11-06T19:30:00+05:30,pm25,326.6,µg/m³,28.60909,77.0325413
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-06T14:00:00+00:00,2021-11-06T19:30:00+05:30,pm25,160.6,µg/m³,28.588333,77.221667
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-06T14:00:00+00:00,2021-11-06T19:30:00+05:30,pm25,438,µg/m³,28.73282,77.170633
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-06T14:00:00+00:00,2021-11-06T19:30:00+05:30,pm25,177.5,µg/m³,28.6514781,77.1473105
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-06T14:00:00+00:00,2021-11-06T19:30:00+05:30,pm25,330.22,µg/m³,28.6573814,77.1585447
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-06T14:00:00+00:00,2021-11-06T19:30:00+05:30,pm25,765,µg/m³,28.56789,77.250515
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,94,µg/m³,28.563262,77.186937
10831,"Rohini, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,346,µg/m³,28.732528,77.11992
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,411,µg/m³,28.498571,77.26484
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,272,µg/m³,28.611281,77.237738
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,306.09,µg/m³,28.5627763,77.1180053
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,353,µg/m³,28.699793,77.165453
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,284,µg/m³,28.58028,77.233829
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,262.28,µg/m³,28.7256504,77.2011573
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,340,µg/m³,28.815329,77.15301
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,304,µg/m³,28.530785,77.271255
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,224,µg/m³,28.636429,77.201067
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,361,µg/m³,28.570173,76.933762
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,309,µg/m³,28.710508,77.249485
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,297,µg/m³,28.628624,77.24106
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,270,µg/m³,28.647622,77.315809
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,235.03,µg/m³,28.5918245,77.2273074
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,349,µg/m³,28.5710274,77.0719006
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,361,µg/m³,28.7762,77.051074
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,315,µg/m³,28.674045,77.131023
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,215.56,µg/m³,28.639645,77.146262
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,385.2,µg/m³,28.656756,77.227234
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,354,µg/m³,28.822836,77.101981
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,235.2,µg/m³,28.7500499,77.1112615
10486,"Mundka, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,422,µg/m³,28.684678,77.076574
6359,"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,217.5,µg/m³,28.6811736,77.3025234
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,284,µg/m³,28.531346,77.190156
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,273,µg/m³,28.5504249,77.2159377
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,291,µg/m³,28.695381,77.181665
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,174,µg/m³,28.588333,77.221667
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:45:00+00:00,2021-11-06T19:15:00+05:30,pm25,317,µg/m³,28.672342,77.31526
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-06T13:30:00+00:00,2021-11-06T19:00:00+05:30,pm25,326.6,µg/m³,28.60909,77.0325413
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-06T13:30:00+00:00,2021-11-06T19:00:00+05:30,pm25,298.59,µg/m³,28.6573814,77.1585447
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-06T13:30:00+00:00,2021-11-06T19:00:00+05:30,pm25,177.5,µg/m³,28.6514781,77.1473105
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,256,µg/m³,28.5504249,77.2159377
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,361,µg/m³,28.7762,77.051074
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,309,µg/m³,28.710508,77.249485
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,284,µg/m³,28.58028,77.233829
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,261,µg/m³,28.628624,77.24106
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,348,µg/m³,28.570173,76.933762
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,272,µg/m³,28.611281,77.237738
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,339,µg/m³,28.822836,77.101981
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,189.7,µg/m³,28.7500499,77.1112615
10486,"Mundka, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,422,µg/m³,28.684678,77.076574
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,336.8,µg/m³,28.656756,77.227234
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,94,µg/m³,28.563262,77.186937
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,229.48,µg/m³,28.7256504,77.2011573
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,411,µg/m³,28.498571,77.26484
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,284,µg/m³,28.815329,77.15301
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,213.8,µg/m³,28.588333,77.221667
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,317,µg/m³,28.672342,77.31526
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,270,µg/m³,28.647622,77.315809
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,349,µg/m³,28.5710274,77.0719006
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,302,µg/m³,28.623763,77.287209
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,315,µg/m³,28.674045,77.131023
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,220.28,µg/m³,28.639645,77.146262
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,245,µg/m³,28.531346,77.190156
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,304,µg/m³,28.530785,77.271255
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,225.13,µg/m³,28.5918245,77.2273074
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,765,µg/m³,28.56789,77.250515
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,285.04,µg/m³,28.5627763,77.1180053
10831,"Rohini, Delhi - DPCC",Delhi,IN,2021-11-06T13:15:00+00:00,2021-11-06T18:45:00+05:30,pm25,346,µg/m³,28.732528,77.11992
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T13:00:00+00:00,2021-11-06T18:30:00+05:30,pm25,248,µg/m³,28.695381,77.181665
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-06T13:00:00+00:00,2021-11-06T18:30:00+05:30,pm25,342,µg/m³,28.73282,77.170633
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-06T13:00:00+00:00,2021-11-06T18:30:00+05:30,pm25,273.97,µg/m³,28.6573814,77.1585447
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-06T13:00:00+00:00,2021-11-06T18:30:00+05:30,pm25,179.3,µg/m³,28.6514781,77.1473105
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-06T13:00:00+00:00,2021-11-06T18:30:00+05:30,pm25,342.3,µg/m³,28.60909,77.0325413
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,249,µg/m³,28.628624,77.24106
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,213.32,µg/m³,28.639645,77.146262
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,327,µg/m³,28.5710274,77.0719006
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,240,µg/m³,28.623763,77.287209
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,348,µg/m³,28.570173,76.933762
11603,"Chandni Chowk, Delhi - IITM",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,288.5,µg/m³,28.656756,77.227234
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,189.7,µg/m³,28.7500499,77.1112615
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,221.13,µg/m³,28.5918245,77.2273074
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,245,µg/m³,28.611281,77.237738
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,272.57,µg/m³,28.5512005,77.2735737
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,251,µg/m³,28.530785,77.271255
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,339,µg/m³,28.822836,77.101981
10486,"Mundka, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,346,µg/m³,28.684678,77.076574
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,256,µg/m³,28.5504249,77.2159377
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,198.84,µg/m³,28.7256504,77.2011573
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,296,µg/m³,28.7762,77.051074
10831,"Rohini, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,268,µg/m³,28.732528,77.11992
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,235,µg/m³,28.58028,77.233829
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,248,µg/m³,28.695381,77.181665
8475,"Sonia Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,255,µg/m³,28.710508,77.249485
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,239,µg/m³,28.672342,77.31526
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-06T12:45:00+00:00,2021-11-06T18:15:00+05:30,pm25,277,µg/m³,28.699793,77.165453
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,232.16,µg/m³,28.6573814,77.1585447
6359,"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,164.2,µg/m³,28.6811736,77.3025234
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,342.3,µg/m³,28.60909,77.0325413
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,180.3,µg/m³,28.6514781,77.1473105
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,89,µg/m³,28.563262,77.186937
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,256,µg/m³,28.636429,77.201067
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,220,µg/m³,28.647622,77.315809
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-06T12:30:00+00:00,2021-11-06T18:00:00+05:30,pm25,289,µg/m³,28.674045,77.131023
10484,"Sri Aurobindo Marg, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,249,µg/m³,28.531346,77.190156
8915,"Wazirpur, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,277,µg/m³,28.699793,77.165453
7044,"R K Puram, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,89,µg/m³,28.563262,77.186937
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,357,µg/m³,28.570173,76.933762
6938,"Vivek Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,239,µg/m³,28.672342,77.31526
10489,"ITO, Delhi - CPCB",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,231,µg/m³,28.628624,77.24106
5509,"Anand Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,220,µg/m³,28.647622,77.315809
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,271.2,µg/m³,28.5512005,77.2735737
8235,"Jahangirpuri, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,342,µg/m³,28.73282,77.170633
6356,"Pusa, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,215.71,µg/m³,28.639645,77.146262
6960,"Patparganj, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,240,µg/m³,28.623763,77.287209
5570,"Aya Nagar, Delhi - IMD",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,327.11,µg/m³,28.4706914,77.1099364
10831,"Rohini, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,268,µg/m³,28.732528,77.11992
8917,"Ashok Vihar, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,248,µg/m³,28.695381,77.181665
11607,"Lodhi Road, Delhi - IITM",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,174,µg/m³,28.588333,77.221667
6932,"Alipur, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,197,µg/m³,28.815329,77.15301
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,245,µg/m³,28.611281,77.237738
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,293.39,µg/m³,28.5627763,77.1180053
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,215,µg/m³,28.822836,77.101981
5586,"Sirifort, Delhi - CPCB",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,225,µg/m³,28.5504249,77.2159377
8472,"Bawana, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,296,µg/m³,28.7762,77.051074
10486,"Mundka, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,346,µg/m³,28.684678,77.076574
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,191.2,µg/m³,28.7500499,77.1112615
6357,"Punjabi Bagh, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,289,µg/m³,28.674045,77.131023
5634,"Lodhi Road, Delhi - IMD",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,232.97,µg/m³,28.5918245,77.2273074
6358,"Mandir Marg, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,256,µg/m³,28.636429,77.201067
8239,"Okhla Phase-2, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,251,µg/m³,28.530785,77.271255
8365,"Nehru Nagar, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,478,µg/m³,28.56789,77.250515
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,175.57,µg/m³,28.7256504,77.2011573
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,235,µg/m³,28.58028,77.233829
6931,"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2021-11-06T12:15:00+00:00,2021-11-06T17:45:00+05:30,pm25,327,µg/m³,28.5710274,77.0719006
5630,"Shadipur, Delhi - CPCB",Delhi,IN,2021-11-06T12:00:00+00:00,2021-11-06T17:30:00+05:30,pm25,208.6,µg/m³,28.6514781,77.1473105
5610,"North Campus, DU, Delhi - IMD",Delhi,IN,2021-11-06T12:00:00+00:00,2021-11-06T17:30:00+05:30,pm25,214.35,µg/m³,28.6573814,77.1585447
5622,"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2021-11-06T12:00:00+00:00,2021-11-06T17:30:00+05:30,pm25,303.6,µg/m³,28.60909,77.0325413
10488,"Najafgarh, Delhi - DPCC",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,357,µg/m³,28.570173,76.933762
5650,"IGI Airport (T3), Delhi - IMD",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,284.95,µg/m³,28.5627763,77.1180053
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,254,µg/m³,28.611281,77.237738
5541,"Burari Crossing, Delhi - IMD",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,167.39,µg/m³,28.7256504,77.2011573
5627,"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,265.37,µg/m³,28.5512005,77.2735737
5626,"DTU, Delhi - CPCB",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,191.2,µg/m³,28.7500499,77.1112615
10831,"Rohini, Delhi - DPCC",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,240,µg/m³,28.732528,77.11992
10485,"Narela, Delhi - DPCC",Delhi,IN,2021-11-06T11:45:00+00:00,2021-11-06T17:15:00+05:30,pm25,215,µg/m³,28.822836,77.101981
